,num_timesteps,num_defenders,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
0,7,1,1,1,0.7890727519989014,0.8705712351440694,6,3,5,4
1,7,1,1,2,0.005216836929321289,0.6666666666666667,6,3,5,4
2,7,1,1,3,0.0063018798828125,0.4780628760013099,6,3,5,4
3,7,1,1,4,0.004034757614135742,0.5673196768998345,6,3,5,4
4,7,1,1,5,0.002125978469848633,0.06589631908124749,6,3,5,4
5,7,1,1,6,0.002349853515625,0.0,6,3,5,4
6,7,1,2,1,0.003020763397216797,0.8705712351440694,4,1,4,3
7,7,1,2,2,0.002005338668823242,0.6666666666666667,4,1,4,3
8,7,1,2,3,0.008554220199584961,0.4780628760013099,4,1,4,3
9,7,1,2,4,0.003014087677001953,0.0,4,1,4,3
10,7,2,1,1,0.0013594627380371094,0.8705712351440694,11,4,11,5
11,7,2,1,2,0.002511262893676758,0.6666666666666667,11,4,11,5
12,7,2,1,3,0.0010073184967041016,0.6645211956755309,11,4,11,5
13,7,2,1,4,0.002014636993408203,0.5673196768998345,11,4,11,5
14,7,2,1,5,0.0020210742950439453,0.3723933236105692,11,4,11,5
15,7,2,1,6,0.002530813217163086,0.26957898589761187,11,4,11,5
16,7,2,1,7,0.0021543502807617188,0.2517520318801898,11,4,11,5
17,7,2,1,8,0.004491329193115234,0.014434783865993783,11,4,11,5
18,7,2,1,9,0.0019991397857666016,0.31419503682230004,11,4,11,5
19,7,2,1,10,0.005652427673339844,0.08447632973266378,11,4,11,5
20,7,2,1,11,0.010614156723022461,0.0,11,4,11,5
21,7,2,2,1,0.008826494216918945,0.8705712351440694,4,1,4,3
22,7,2,2,2,0.004175901412963867,0.6666666666666667,4,1,4,3
23,7,2,2,3,0.003015279769897461,0.6645211956755309,4,1,4,3
24,7,2,2,4,0.0020728111267089844,0.0,4,1,4,3
25,7,3,1,1,0.003221273422241211,0.8705712351440694,28,10,28,12
26,7,3,1,2,0.001001596450805664,0.6666666666666667,28,10,28,12
27,7,3,1,3,0.0020041465759277344,0.6645211956755309,28,10,28,12
28,7,3,1,4,0.002086162567138672,0.5673196768998345,28,10,28,12
29,7,3,1,5,0.002006053924560547,0.3723933236105692,28,10,28,12
30,7,3,1,6,0.003008604049682617,0.26957898589761187,28,10,28,12
31,7,3,1,7,0.0021865367889404297,0.2517520318801898,28,10,28,12
32,7,3,1,8,0.003896951675415039,0.19717789241297629,28,10,28,12
33,7,3,1,9,0.004101276397705078,0.31419503682230004,28,10,28,12
34,7,3,1,10,0.005029916763305664,0.22781259153967148,28,10,28,12
35,7,3,1,11,0.006244659423828125,0.2942419595310743,28,10,28,12
36,7,3,1,12,0.0062181949615478516,0.256180325912791,28,10,28,12
37,7,3,1,13,0.0030562877655029297,0.25347653552384225,28,10,28,12
38,7,3,1,14,0.004119157791137695,0.2630600011383455,28,10,28,12
39,7,3,1,15,0.005394697189331055,0.12199564752363562,28,10,28,12
40,7,3,1,16,0.007151126861572266,0.2837746096594851,28,10,28,12
41,7,3,1,17,0.005527973175048828,0.15731749588807026,28,10,28,12
42,7,3,1,18,0.004302501678466797,0.2778041974913952,28,10,28,12
43,7,3,1,19,0.005015373229980469,0.09606917422682637,28,10,28,12
44,7,3,1,20,0.011999130249023438,0.07342673792407034,28,10,28,12
45,7,3,1,21,0.006095409393310547,0.024460187766086383,28,10,28,12
46,7,3,1,22,0.006056547164916992,0.03667874887814848,28,10,28,12
47,7,3,1,23,0.006209135055541992,0.03836147873150514,28,10,28,12
48,7,3,1,24,0.005315065383911133,0.0730206761943975,28,10,28,12
49,7,3,1,25,0.006131649017333984,0.026767428455530484,28,10,28,12
50,7,3,1,26,0.0074405670166015625,0.05018488605526977,28,10,28,12
51,7,3,1,27,0.016815900802612305,0.01281884688498891,28,10,28,12
52,7,3,1,28,0.014615058898925781,1.1102230246251565e-16,28,10,28,12
53,7,3,2,1,0.0023696422576904297,0.8705712351440694,4,1,4,3
54,7,3,2,2,0.003307342529296875,0.6666666666666667,4,1,4,3
55,7,3,2,3,0.003292560577392578,0.6645211956755309,4,1,4,3
56,7,3,2,4,0.0030243396759033203,0.0,4,1,4,3
57,8,1,1,1,0.002123117446899414,0.8705712351440694,6,3,6,4
58,8,1,1,2,0.0010063648223876953,0.6666666666666667,6,3,6,4
59,8,1,1,3,0.0020122528076171875,0.4780628760013099,6,3,6,4
60,8,1,1,4,0.002004384994506836,0.5673196768998345,6,3,6,4
61,8,1,1,5,0.0011529922485351562,0.06589631908124749,6,3,6,4
62,8,1,1,6,0.0021889209747314453,1.1102230246251565e-16,6,3,6,4
63,8,1,2,1,0.0020225048065185547,0.8705712351440694,6,3,6,4
64,8,1,2,2,0.0011553764343261719,0.6666666666666667,6,3,6,4
65,8,1,2,3,0.002010822296142578,0.4780628760013099,6,3,6,4
66,8,1,2,4,0.002005338668823242,0.5673196768998345,6,3,6,4
67,8,1,2,5,0.0010013580322265625,0.06589631908124749,6,3,6,4
68,8,1,2,6,0.002005338668823242,0.0,6,3,6,4
69,8,2,1,1,0.0021140575408935547,0.8705712351440694,10,4,10,5
70,8,2,1,2,0.002238035202026367,0.6666666666666667,10,4,10,5
71,8,2,1,3,0.0020122528076171875,0.6645211956755309,10,4,10,5
72,8,2,1,4,0.0012392997741699219,0.5673196768998345,10,4,10,5
73,8,2,1,5,0.0021593570709228516,0.3064970045293217,10,4,10,5
74,8,2,1,6,0.002013683319091797,0.4438218368013022,10,4,10,5
75,8,2,1,7,0.010364055633544922,0.014434783865993783,10,4,10,5
76,8,2,1,8,0.003038644790649414,0.31419503682230004,10,4,10,5
77,8,2,1,9,0.003115415573120117,0.08447632973266378,10,4,10,5
78,8,2,1,10,0.0030088424682617188,0.0,10,4,10,5
79,8,2,2,1,0.003015756607055664,0.8705712351440694,10,4,10,5
80,8,2,2,2,0.004239320755004883,0.6666666666666667,10,4,10,5
81,8,2,2,3,0.0010035037994384766,0.6645211956755309,10,4,10,5
82,8,2,2,4,0.002009868621826172,0.5673196768998345,10,4,10,5
83,8,2,2,5,0.0014300346374511719,0.3064970045293217,10,4,10,5
84,8,2,2,6,0.0021054744720458984,0.4438218368013022,10,4,10,5
85,8,2,2,7,0.004047393798828125,0.014434783865993783,10,4,10,5
86,8,2,2,8,0.004111766815185547,0.3141950368223,10,4,10,5
87,8,2,2,9,0.007228374481201172,0.08447632973266367,10,4,10,5
88,8,2,2,10,0.005352020263671875,1.1102230246251565e-16,10,4,10,5
89,8,3,1,1,0.005198240280151367,0.8705712351440694,24,10,24,12
90,8,3,1,2,0.004022359848022461,0.6666666666666667,24,10,24,12
91,8,3,1,3,0.004019498825073242,0.6645211956755309,24,10,24,12
92,8,3,1,4,0.004124641418457031,0.5673196768998345,24,10,24,12
93,8,3,1,5,0.005289793014526367,0.3723933236105692,24,10,24,12
94,8,3,1,6,0.006535530090332031,0.26957898589761187,24,10,24,12
95,8,3,1,7,0.004029512405395508,0.2517520318801898,24,10,24,12
96,8,3,1,8,0.007305622100830078,0.19717789241297629,24,10,24,12
97,8,3,1,9,0.003004789352416992,0.31419503682230004,24,10,24,12
98,8,3,1,10,0.009150981903076172,0.22781259153967148,24,10,24,12
99,8,3,1,11,0.007124900817871094,0.2942419595310743,24,10,24,12
100,8,3,1,12,0.007451772689819336,0.256180325912791,24,10,24,12
101,8,3,1,13,0.012534141540527344,0.2906338444847041,24,10,24,12
102,8,3,1,14,0.008450746536254883,0.23982773484389902,24,10,24,12
103,8,3,1,15,0.0048863887786865234,0.21636925780771288,24,10,24,12
104,8,3,1,16,0.0074656009674072266,0.12420790611910743,24,10,24,12
105,8,3,1,17,0.015494823455810547,0.11927600161884427,24,10,24,12
106,8,3,1,18,0.013481616973876953,0.08532650206658321,24,10,24,12
107,8,3,1,19,0.008085489273071289,0.07235831799798476,24,10,24,12
108,8,3,1,20,0.010304927825927734,0.02915327755188346,24,10,24,12
109,8,3,1,21,0.006279468536376953,0.09784301594572536,24,10,24,12
110,8,3,1,22,0.008588790893554688,0.04635127242742154,24,10,24,12
111,8,3,1,23,0.006357908248901367,0.02299259273767912,24,10,24,12
112,8,3,1,24,0.008320331573486328,0.0,24,10,24,12
113,8,3,2,1,0.004073143005371094,0.8705712351440694,28,8,29,12
114,8,3,2,2,0.0030171871185302734,0.6666666666666667,28,8,29,12
115,8,3,2,3,0.004082918167114258,0.6645211956755309,28,8,29,12
116,8,3,2,4,0.004168987274169922,0.5673196768998345,28,8,29,12
117,8,3,2,5,0.0040247440338134766,0.3723933236105692,28,8,29,12
118,8,3,2,6,0.0030107498168945312,0.4525935520932606,28,8,29,12
119,8,3,2,7,0.005238533020019531,0.26957898589761187,28,8,29,12
120,8,3,2,8,0.004022359848022461,0.2517520318801898,28,8,29,12
121,8,3,2,9,0.006140470504760742,0.19717789241297629,28,8,29,12
122,8,3,2,10,0.004170894622802734,0.31419503682230004,28,8,29,12
123,8,3,2,11,0.005168914794921875,0.22781259153967143,28,8,29,12
124,8,3,2,12,0.006149768829345703,0.29424195953107424,28,8,29,12
125,8,3,2,13,0.008187294006347656,0.256180325912791,28,8,29,12
126,8,3,2,14,0.007367849349975586,0.25404176234052034,28,8,29,12
127,8,3,2,15,0.0073833465576171875,0.2892750423156297,28,8,29,12
128,8,3,2,16,0.004027128219604492,0.2382989364807464,28,8,29,12
129,8,3,2,17,0.004231452941894531,0.2837746096594851,28,8,29,12
130,8,3,2,18,0.012369632720947266,0.13029880302965835,28,8,29,12
131,8,3,2,19,0.010232686996459961,0.26254352203810044,28,8,29,12
132,8,3,2,20,0.011475324630737305,0.070033757740662,28,8,29,12
133,8,3,2,21,0.01022481918334961,0.2778041974913952,28,8,29,12
134,8,3,2,22,0.012444734573364258,0.052458009846350406,28,8,29,12
135,8,3,2,23,0.01179814338684082,0.058076478882130855,28,8,29,12
136,8,3,2,24,0.007241964340209961,0.0896124301062513,28,8,29,12
137,8,3,2,25,0.01656818389892578,0.08052497271405329,28,8,29,12
138,8,3,2,26,0.013332366943359375,0.06419020328551572,28,8,29,12
139,8,3,2,27,0.013582944869995117,0.09112761429332505,28,8,29,12
140,8,3,2,28,0.013770580291748047,1.6653345369377348e-16,28,8,29,12
141,9,1,1,1,0.0025026798248291016,0.8705712351440694,6,3,6,4
142,9,1,1,2,0.002046346664428711,0.6666666666666667,6,3,6,4
143,9,1,1,3,0.001209259033203125,0.4780628760013099,6,3,6,4
144,9,1,1,4,0.0019996166229248047,0.5673196768998345,6,3,6,4
145,9,1,1,5,0.004000186920166016,0.06589631908124749,6,3,6,4
146,9,1,1,6,0.0020494461059570312,1.1102230246251565e-16,6,3,6,4
147,9,1,2,1,0.0023119449615478516,0.8705712351440694,6,3,5,4
148,9,1,2,2,0.0010023117065429688,0.6666666666666667,6,3,5,4
149,9,1,2,3,0.002002716064453125,0.4780628760013099,6,3,5,4
150,9,1,2,4,0.0020058155059814453,0.5673196768998345,6,3,5,4
151,9,1,2,5,0.002429485321044922,0.06589631908124749,6,3,5,4
152,9,1,2,6,0.0012519359588623047,0.0,6,3,5,4
153,9,2,1,1,0.0040285587310791016,0.8705712351440694,10,4,10,5
154,9,2,1,2,0.004386425018310547,0.6666666666666667,10,4,10,5
155,9,2,1,3,0.004019260406494141,0.6645211956755309,10,4,10,5
156,9,2,1,4,0.004265546798706055,0.5673196768998345,10,4,10,5
157,9,2,1,5,0.004029989242553711,0.3064970045293217,10,4,10,5
158,9,2,1,6,0.005400657653808594,0.4438218368013022,10,4,10,5
159,9,2,1,7,0.007088899612426758,0.014434783865993783,10,4,10,5
160,9,2,1,8,0.003115415573120117,0.31419503682230004,10,4,10,5
161,9,2,1,9,0.007309913635253906,0.08447632973266378,10,4,10,5
162,9,2,1,10,0.004887104034423828,0.0,10,4,10,5
163,9,2,2,1,0.0032927989959716797,0.8705712351440694,11,4,11,5
164,9,2,2,2,0.003014802932739258,0.6666666666666667,11,4,11,5
165,9,2,2,3,0.0031669139862060547,0.6645211956755309,11,4,11,5
166,9,2,2,4,0.0040934085845947266,0.5673196768998345,11,4,11,5
167,9,2,2,5,0.0030121803283691406,0.3723933236105692,11,4,11,5
168,9,2,2,6,0.004183292388916016,0.26957898589761187,11,4,11,5
169,9,2,2,7,0.0040209293365478516,0.2517520318801898,11,4,11,5
170,9,2,2,8,0.007283449172973633,0.014434783865993783,11,4,11,5
171,9,2,2,9,0.003216266632080078,0.31419503682230004,11,4,11,5
172,9,2,2,10,0.003045320510864258,0.08447632973266378,11,4,11,5
173,9,2,2,11,0.0063016414642333984,0.0,11,4,11,5
174,9,3,1,1,0.002444028854370117,0.8705712351440694,22,9,23,12
175,9,3,1,2,0.0040149688720703125,0.6666666666666667,22,9,23,12
176,9,3,1,3,0.003302335739135742,0.6645211956755309,22,9,23,12
177,9,3,1,4,0.0030112266540527344,0.5673196768998345,22,9,23,12
178,9,3,1,5,0.0020101070404052734,0.3723933236105692,22,9,23,12
179,9,3,1,6,0.003165006637573242,0.4525935520932606,22,9,23,12
180,9,3,1,7,0.003018617630004883,0.26957898589761187,22,9,23,12
181,9,3,1,8,0.004066944122314453,0.2517520318801898,22,9,23,12
182,9,3,1,9,0.005576133728027344,0.19717789241297629,22,9,23,12
183,9,3,1,10,0.006835460662841797,0.31419503682230004,22,9,23,12
184,9,3,1,11,0.00811314582824707,0.22781259153967148,22,9,23,12
185,9,3,1,12,0.006095170974731445,0.2942419595310743,22,9,23,12
186,9,3,1,13,0.008224248886108398,0.256180325912791,22,9,23,12
187,9,3,1,14,0.009126663208007812,0.24579111335630338,22,9,23,12
188,9,3,1,15,0.003999948501586914,0.2837746096594851,22,9,23,12
189,9,3,1,16,0.005064725875854492,0.23621098471658902,22,9,23,12
190,9,3,1,17,0.00628972053527832,0.13086745617264645,22,9,23,12
191,9,3,1,18,0.011152267456054688,0.12370719192452406,22,9,23,12
192,9,3,1,19,0.011292695999145508,0.1777593600846149,22,9,23,12
193,9,3,1,20,0.023715972900390625,0.047903051232267124,22,9,23,12
194,9,3,1,21,0.01441049575805664,0.11196467049444259,22,9,23,12
195,9,3,1,22,0.006697177886962891,3.885780586188048e-16,22,9,23,12
196,9,3,2,1,0.0030145645141601562,0.8705712351440694,23,8,23,12
197,9,3,2,2,0.0020029544830322266,0.6666666666666667,23,8,23,12
198,9,3,2,3,0.001001596450805664,0.6645211956755309,23,8,23,12
199,9,3,2,4,0.0020029544830322266,0.5673196768998345,23,8,23,12
200,9,3,2,5,0.002034902572631836,0.3723933236105692,23,8,23,12
201,9,3,2,6,0.0020029544830322266,0.26957898589761187,23,8,23,12
202,9,3,2,7,0.003034353256225586,0.2517520318801898,23,8,23,12
203,9,3,2,8,0.0030035972595214844,0.19717789241297629,23,8,23,12
204,9,3,2,9,0.0025937557220458984,0.31419503682230004,23,8,23,12
205,9,3,2,10,0.0030164718627929688,0.22781259153967148,23,8,23,12
206,9,3,2,11,0.002002716064453125,0.2942419595310743,23,8,23,12
207,9,3,2,12,0.004124164581298828,0.256180325912791,23,8,23,12
208,9,3,2,13,0.0029997825622558594,0.25347653552384225,23,8,23,12
209,9,3,2,14,0.005389690399169922,0.23477092489342746,23,8,23,12
210,9,3,2,15,0.004045248031616211,0.09079477032546379,23,8,23,12
211,9,3,2,16,0.012233495712280273,0.2800153039331866,23,8,23,12
212,9,3,2,17,0.008158445358276367,0.16255921181738087,23,8,23,12
213,9,3,2,18,0.008636236190795898,0.07311090895882993,23,8,23,12
214,9,3,2,19,0.015813589096069336,0.03724551535090387,23,8,23,12
215,9,3,2,20,0.006158351898193359,0.08925759500113961,23,8,23,12
216,9,3,2,21,0.006720304489135742,0.0730206761943975,23,8,23,12
217,9,3,2,22,0.005035877227783203,0.04851707087033669,23,8,23,12
218,9,3,2,23,0.006257295608520508,1.6653345369377348e-16,23,8,23,12
219,10,1,1,1,0.0024297237396240234,0.8705712351440694,6,3,7,4
220,10,1,1,2,0.0032668113708496094,0.6666666666666667,6,3,7,4
221,10,1,1,3,0.003998517990112305,0.4780628760013099,6,3,7,4
222,10,1,1,4,0.0030405521392822266,0.5673196768998345,6,3,7,4
223,10,1,1,5,0.002002239227294922,0.06589631908124749,6,3,7,4
224,10,1,1,6,0.0020008087158203125,1.1102230246251565e-16,6,3,7,4
225,10,1,2,1,0.0042760372161865234,0.8705712351440694,6,3,5,4
226,10,1,2,2,0.002196073532104492,0.6666666666666667,6,3,5,4
227,10,1,2,3,0.0013246536254882812,0.4780628760013099,6,3,5,4
228,10,1,2,4,0.002003192901611328,0.5673196768998345,6,3,5,4
229,10,1,2,5,0.002001523971557617,0.06589631908124749,6,3,5,4
230,10,1,2,6,0.002000093460083008,1.1102230246251565e-16,6,3,5,4
231,10,2,1,1,0.0032432079315185547,0.8705712351440694,10,4,10,5
232,10,2,1,2,0.17961931228637695,0.6666666666666667,10,4,10,5
233,10,2,1,3,0.002112865447998047,0.6645211956755309,10,4,10,5
234,10,2,1,4,0.0031409263610839844,0.5673196768998345,10,4,10,5
235,10,2,1,5,0.0022225379943847656,0.3064970045293217,10,4,10,5
236,10,2,1,6,0.0030193328857421875,0.4438218368013022,10,4,10,5
237,10,2,1,7,0.004189729690551758,0.014434783865993783,10,4,10,5
238,10,2,1,8,0.003215312957763672,0.31419503682230004,10,4,10,5
239,10,2,1,9,0.0030198097229003906,0.08447632973266378,10,4,10,5
240,10,2,1,10,0.005614519119262695,0.0,10,4,10,5
241,10,2,2,1,0.00617671012878418,0.8705712351440694,11,4,11,5
242,10,2,2,2,0.004015207290649414,0.6666666666666667,11,4,11,5
243,10,2,2,3,0.0031337738037109375,0.6645211956755309,11,4,11,5
244,10,2,2,4,0.004114866256713867,0.5673196768998345,11,4,11,5
245,10,2,2,5,0.003014802932739258,0.3723933236105692,11,4,11,5
246,10,2,2,6,0.005039691925048828,0.26957898589761187,11,4,11,5
247,10,2,2,7,0.004129648208618164,0.2517520318801898,11,4,11,5
248,10,2,2,8,0.006422996520996094,0.014434783865993783,11,4,11,5
249,10,2,2,9,0.005028724670410156,0.31419503682230004,11,4,11,5
250,10,2,2,10,0.0071561336517333984,0.08447632973266378,11,4,11,5
251,10,2,2,11,0.00843501091003418,0.0,11,4,11,5
252,10,3,1,1,0.010237455368041992,0.8705712351440694,27,9,28,12
253,10,3,1,2,0.006241321563720703,0.6666666666666667,27,9,28,12
254,10,3,1,3,0.007131814956665039,0.6645211956755309,27,9,28,12
255,10,3,1,4,0.006165266036987305,0.5673196768998345,27,9,28,12
256,10,3,1,5,0.007044076919555664,0.3723933236105692,27,9,28,12
257,10,3,1,6,0.007185935974121094,0.4525935520932606,27,9,28,12
258,10,3,1,7,0.007344961166381836,0.26957898589761187,27,9,28,12
259,10,3,1,8,0.007039546966552734,0.2517520318801898,27,9,28,12
260,10,3,1,9,0.010704517364501953,0.19717789241297629,27,9,28,12
261,10,3,1,10,0.003234386444091797,0.31419503682230004,27,9,28,12
262,10,3,1,11,0.0072824954986572266,0.22781259153967148,27,9,28,12
263,10,3,1,12,0.013305902481079102,0.2942419595310743,27,9,28,12
264,10,3,1,13,0.00881338119506836,0.256180325912791,27,9,28,12
265,10,3,1,14,0.007261753082275391,0.22766870079769738,27,9,28,12
266,10,3,1,15,0.006036996841430664,0.15498618159175664,27,9,28,12
267,10,3,1,16,0.0045125484466552734,0.2837746096594851,27,9,28,12
268,10,3,1,17,0.009735345840454102,0.22233325744201934,27,9,28,12
269,10,3,1,18,0.0061533451080322266,0.18612343923977492,27,9,28,12
270,10,3,1,19,0.007632255554199219,0.11171429847864212,27,9,28,12
271,10,3,1,20,0.007073879241943359,0.0810807027443477,27,9,28,12
272,10,3,1,21,0.007957220077514648,0.12159487766589994,27,9,28,12
273,10,3,1,22,0.008474588394165039,0.049675023196407875,27,9,28,12
274,10,3,1,23,0.02933335304260254,0.07488042983249743,27,9,28,12
275,10,3,1,24,0.013581037521362305,0.01354752856919511,27,9,28,12
276,10,3,1,25,0.014745473861694336,0.06377945973375743,27,9,28,12
277,10,3,1,26,0.008428573608398438,0.02733066516832572,27,9,28,12
278,10,3,1,27,0.014201879501342773,5.551115123125783e-17,27,9,28,12
279,10,3,2,1,0.004520893096923828,0.8705712351440694,36,12,37,13
280,10,3,2,2,0.004020214080810547,0.6666666666666667,36,12,37,13
281,10,3,2,3,0.004147768020629883,0.6645211956755309,36,12,37,13
282,10,3,2,4,0.00435638427734375,0.5673196768998345,36,12,37,13
283,10,3,2,5,0.0040438175201416016,0.3723933236105692,36,12,37,13
284,10,3,2,6,0.004187107086181641,0.4525935520932606,36,12,37,13
285,10,3,2,7,0.005012989044189453,0.26957898589761187,36,12,37,13
286,10,3,2,8,0.005259990692138672,0.2517520318801898,36,12,37,13
287,10,3,2,9,0.007086753845214844,0.19717789241297629,36,12,37,13
288,10,3,2,10,0.0071642398834228516,0.31419503682230004,36,12,37,13
289,10,3,2,11,0.0024895668029785156,0.22781259153967148,36,12,37,13
290,10,3,2,12,0.005200862884521484,0.2942419595310743,36,12,37,13
291,10,3,2,13,0.004042148590087891,0.25705632959032704,36,12,37,13
292,10,3,2,14,0.0040128231048583984,0.22977108632774723,36,12,37,13
293,10,3,2,15,0.004472494125366211,0.24849084879089522,36,12,37,13
294,10,3,2,16,0.004038810729980469,0.2232637186603121,36,12,37,13
295,10,3,2,17,0.004000186920166016,0.2837746096594851,36,12,37,13
296,10,3,2,18,0.011320114135742188,0.14437382174391378,36,12,37,13
297,10,3,2,19,0.005103111267089844,0.2103833774190162,36,12,37,13
298,10,3,2,20,0.01340794563293457,0.11023506959088131,36,12,37,13
299,10,3,2,21,0.006330013275146484,0.09899036082234147,36,12,37,13
300,10,3,2,22,0.00638580322265625,0.14417825449085647,36,12,37,13
301,10,3,2,23,0.009112834930419922,0.26360966666328856,36,12,37,13
302,10,3,2,24,0.012254476547241211,0.1291048507345472,36,12,37,13
303,10,3,2,25,0.007280826568603516,0.07421661784418532,36,12,37,13
304,10,3,2,26,0.007178068161010742,0.10530725895327131,36,12,37,13
305,10,3,2,27,0.020349979400634766,0.03380216492677174,36,12,37,13
306,10,3,2,28,0.016515016555786133,0.09096802084233302,36,12,37,13
307,10,3,2,29,0.012490510940551758,0.08871081030636024,36,12,37,13
308,10,3,2,30,0.009525299072265625,0.015212928138574777,36,12,37,13
309,10,3,2,31,0.009230852127075195,0.05540818940855141,36,12,37,13
310,10,3,2,32,0.008179187774658203,0.02924734329039902,36,12,37,13
311,10,3,2,33,0.014286994934082031,0.027673522368386716,36,12,37,13
312,10,3,2,34,0.010478019714355469,0.00794458980667645,36,12,37,13
313,10,3,2,35,0.015804529190063477,0.040222503801531195,36,12,37,13
314,10,3,2,36,0.010164499282836914,1.1102230246251565e-16,36,12,37,13
